features,pm25
"[26.0,59.0,72.0,32.0,48.0,-5.0,-6.0,11.0,83.33]",67.0
"[26.0,60.0,24.0,34.0,56.0,11.0,-8.0,4.0,29.33]",35.0
"[26.0,60.0,57.0,29.0,71.0,-14.0,-3.0,-11.0,52.67]",43.0
"[26.0,60.0,66.0,22.0,54.0,-32.0,4.0,6.0,54.67]",34.0
"[26.0,60.0,100.25404591644713,20.0,41.0,0.0,6.0,19.0,100.25]",100.25404591644713
"[26.0,60.0,159.0,27.0,43.0,-35.0,-1.0,17.0,143.33]",124.0
"[26.0,62.0,44.0,29.0,49.0,4.0,-3.0,13.0,43.67]",48.0
"[26.0,65.0,108.0,21.0,79.0,-1.0,5.0,-14.0,104.67]",107.0
"[26.0,65.0,359.0,31.0,30.0,-10.0,-5.0,35.0,360.33]",349.0
"[26.0,66.0,77.0,33.0,70.0,-15.0,-7.0,-4.0,78.33]",62.0
"[26.0,66.0,153.0,34.0,42.0,-16.0,-8.0,24.0,138.33]",137.0
"[26.0,67.0,27.0,27.0,35.0,-4.0,-1.0,32.0,30.33]",23.0
"[26.0,67.0,73.0,35.0,52.0,4.0,-9.0,15.0,70.67]",77.0
"[26.0,67.0,93.0,31.0,36.0,6.0,-5.0,31.0,98.0]",99.0
"[26.0,67.0,132.0,32.0,36.0,0.0,-6.0,31.0,136.67]",132.0
"[26.0,68.0,28.0,20.0,40.0,1.0,6.0,28.0,25.0]",29.0
"[26.0,69.0,56.0,32.0,74.0,-4.0,-6.0,-5.0,53.67]",52.0
"[26.0,69.0,100.25404591644713,34.0,41.0,0.0,-8.0,28.0,100.25]",100.25404591644713
"[26.0,70.0,27.0,34.0,60.0,9.0,-8.0,10.0,31.67]",36.0
"[26.0,70.0,51.0,26.0,62.0,3.0,0.0,8.0,50.67]",54.0
"[26.0,70.0,71.0,29.0,63.0,-17.0,-3.0,7.0,81.67]",54.0
"[26.0,70.0,100.25404591644713,30.0,48.0,-71.25404591644713,-4.0,22.0,53.42]",29.0
"[26.0,71.0,41.0,20.0,62.0,-10.0,6.0,9.0,39.0]",31.0
"[26.0,72.0,89.0,22.0,64.0,-29.0,4.0,8.0,74.67]",60.0
"[26.0,72.0,192.0,31.0,34.0,15.0,-5.0,38.0,200.0]",207.0
"[26.0,73.0,47.0,24.0,48.0,9.0,2.0,25.0,48.0]",56.0
"[26.0,73.0,53.0,30.0,56.0,15.0,-4.0,17.0,63.67]",68.0
"[26.0,74.0,126.0,21.0,75.0,6.0,5.0,-1.0,115.67]",132.0
"[26.0,76.0,122.0,24.0,56.0,-13.0,2.0,20.0,122.0]",109.0
"[26.0,77.0,83.0,28.0,60.0,-1.0,-2.0,17.0,106.33]",82.0
"[26.0,77.0,100.25404591644713,30.0,36.0,0.0,-4.0,41.0,100.25]",100.25404591644713
"[26.0,77.0,120.0,21.0,31.0,-29.0,5.0,46.0,98.67]",91.0
"[26.0,78.0,42.0,34.0,67.0,7.0,-8.0,11.0,60.0]",49.0
"[26.0,78.0,77.0,20.0,30.0,2.0,6.0,48.0,74.67]",79.0
"[26.0,78.0,94.0,24.0,52.0,-2.0,2.0,26.0,92.67]",92.0
"[26.0,78.0,100.0,24.0,46.0,23.0,2.0,32.0,99.67]",123.0
"[26.0,78.0,109.0,26.0,76.0,9.0,0.0,2.0,116.33]",118.0
"[26.0,78.0,167.0,29.0,37.0,37.0,-3.0,41.0,170.33]",204.0
"[26.0,79.0,17.0,27.0,30.0,-4.0,-1.0,49.0,18.33]",13.0
"[26.0,79.0,40.0,20.0,44.0,14.0,6.0,35.0,46.0]",54.0
"[26.0,79.0,126.0,34.0,55.0,-10.0,-8.0,24.0,120.67]",116.0
"[26.0,79.0,160.0,23.0,79.0,32.0,3.0,0.0,170.67]",192.0
"[26.0,79.0,185.0,30.0,53.0,7.0,-4.0,26.0,178.33]",192.0
"[26.0,80.0,128.0,31.0,53.0,-28.0,-5.0,27.0,129.33]",100.0
"[27.0,30.0,25.0,27.0,46.0,-8.0,0.0,-16.0,22.33]",17.0
"[27.0,30.0,73.0,33.0,77.0,-21.0,-6.0,-47.0,71.67]",52.0
"[27.0,30.0,100.25404591644713,23.0,48.0,0.0,4.0,-18.0,100.25]",100.25404591644713
"[27.0,31.0,87.0,28.0,60.0,14.0,-1.0,-29.0,89.67]",101.0
"[27.0,31.0,125.0,33.0,71.0,-3.0,-6.0,-40.0,126.0]",122.0
"[27.0,32.0,62.0,23.0,34.0,13.0,4.0,-2.0,64.33]",75.0
"[27.0,32.0,67.0,26.0,59.0,-1.0,1.0,-27.0,68.33]",66.0
"[27.0,32.0,87.0,30.0,36.0,12.0,-3.0,-4.0,93.67]",99.0
"[27.0,32.0,188.0,35.0,62.0,-28.0,-8.0,-30.0,197.0]",160.0
"[27.0,33.0,40.0,22.0,32.0,-7.0,5.0,1.0,40.33]",33.0
"[27.0,33.0,73.0,26.0,35.0,-9.0,1.0,-2.0,71.67]",64.0
"[27.0,33.0,85.0,20.0,59.0,-1.0,7.0,-26.0,89.33]",84.0
"[27.0,33.0,85.0,26.0,38.0,2.0,1.0,-5.0,84.67]",87.0
"[27.0,33.0,88.0,23.0,63.0,12.0,4.0,-30.0,91.33]",100.0
"[27.0,34.0,33.0,28.0,56.0,15.0,-1.0,-22.0,39.33]",48.0
"[27.0,34.0,93.0,21.0,55.0,5.0,6.0,-21.0,92.0]",98.0
"[27.0,35.0,41.0,33.0,77.0,-14.0,-6.0,-42.0,44.0]",27.0
"[27.0,36.0,28.0,34.0,62.0,-4.0,-7.0,-26.0,26.33]",24.0
"[27.0,36.0,71.0,31.0,46.0,6.0,-4.0,-10.0,73.67]",77.0
"[27.0,36.0,88.0,27.0,57.0,2.0,0.0,-21.0,83.33]",90.0
"[27.0,37.0,60.0,34.0,40.0,-13.0,-7.0,-3.0,63.0]",47.0
"[27.0,37.0,146.0,31.0,32.0,0.0,-4.0,5.0,150.67]",146.0
"[27.0,38.0,70.0,24.0,80.0,4.0,3.0,-42.0,72.67]",74.0
"[27.0,39.0,48.0,25.0,68.0,13.0,2.0,-29.0,48.67]",61.0
"[27.0,39.0,198.0,32.0,36.0,4.0,-5.0,3.0,195.33]",202.0
"[27.0,40.0,56.0,34.0,68.0,-12.0,-7.0,-28.0,52.0]",44.0
"[27.0,40.0,83.0,34.0,68.0,-37.0,-7.0,-28.0,60.33]",46.0
"[27.0,40.0,85.0,33.0,37.0,-3.0,-6.0,3.0,89.67]",82.0
"[27.0,40.0,110.0,25.0,36.0,87.0,2.0,4.0,134.0]",197.0
"[27.0,40.0,120.0,31.0,74.0,-9.0,-4.0,-34.0,114.0]",111.0
"[27.0,40.0,141.0,34.0,37.0,-5.0,-7.0,3.0,136.33]",136.0
"[27.0,40.0,197.0,27.0,40.0,-34.0,0.0,0.0,156.67]",163.0
"[27.0,41.0,36.0,21.0,44.0,-3.0,6.0,-3.0,35.67]",33.0
"[27.0,41.0,50.0,28.0,51.0,9.0,-1.0,-10.0,50.33]",59.0
"[27.0,41.0,102.0,20.0,40.0,-14.0,7.0,1.0,93.0]",88.0
"[27.0,41.0,109.0,24.0,43.0,-5.0,3.0,-2.0,107.67]",104.0
"[27.0,41.0,124.0,33.0,40.0,12.0,-6.0,1.0,130.33]",136.0
"[27.0,41.0,187.0,33.0,60.0,1.0,-6.0,-19.0,192.33]",188.0
"[27.0,42.0,27.0,27.0,73.0,6.0,0.0,-31.0,30.33]",33.0
"[27.0,42.0,49.0,26.0,33.0,4.0,1.0,9.0,51.0]",53.0
"[27.0,42.0,94.0,30.0,41.0,13.0,-3.0,1.0,94.67]",107.0
"[27.0,42.0,225.0,27.0,59.0,13.0,0.0,-17.0,227.33]",238.0
"[27.0,43.0,58.0,27.0,48.0,-16.0,0.0,-5.0,54.67]",42.0
"[27.0,43.0,123.0,32.0,35.0,21.0,-5.0,8.0,129.0]",144.0
"[27.0,43.0,147.0,23.0,39.0,12.0,4.0,4.0,140.33]",159.0
"[27.0,44.0,123.0,21.0,58.0,-2.0,6.0,-14.0,121.67]",121.0
"[27.0,44.0,130.0,35.0,78.0,-19.0,-8.0,-34.0,116.67]",111.0
"[27.0,45.0,37.0,33.0,63.0,7.0,-6.0,-18.0,37.33]",44.0
"[27.0,45.0,85.0,31.0,34.0,-2.0,-4.0,11.0,87.67]",83.0
"[27.0,45.0,91.0,24.0,40.0,11.0,3.0,5.0,95.67]",102.0
"[27.0,45.0,92.0,21.0,55.0,-22.0,6.0,-10.0,86.0]",70.0
"[27.0,45.0,99.0,30.0,45.0,-34.0,-3.0,0.0,126.0]",65.0
"[27.0,45.0,206.0,20.0,73.0,-9.0,7.0,-28.0,212.67]",197.0
"[27.0,45.0,208.0,26.0,34.0,19.0,1.0,11.0,206.0]",227.0
"[27.0,46.0,25.0,26.0,54.0,0.0,1.0,-8.0,25.67]",25.0
"[27.0,46.0,144.0,20.0,52.0,-2.0,7.0,-6.0,149.0]",142.0
"[27.0,46.0,150.0,22.0,62.0,-12.0,5.0,-16.0,156.0]",138.0
"[27.0,46.0,150.0,27.0,78.0,-39.0,0.0,-32.0,122.33]",111.0
"[27.0,46.0,217.0,22.0,55.0,-62.0,5.0,-9.0,215.67]",155.0
"[27.0,47.0,98.0,33.0,59.0,18.0,-6.0,-12.0,93.0]",116.0
"[27.0,47.0,192.0,27.0,77.0,-56.0,0.0,-30.0,149.33]",136.0
"[27.0,48.0,64.0,26.0,31.0,-6.0,1.0,17.0,66.33]",58.0
"[27.0,48.0,78.0,22.0,46.0,21.0,5.0,2.0,82.33]",99.0
"[27.0,48.0,121.0,33.0,65.0,-24.0,-6.0,-17.0,109.67]",97.0
"[27.0,48.0,125.0,34.0,70.0,-1.0,-7.0,-22.0,131.33]",124.0
"[27.0,49.0,86.0,28.0,71.0,31.0,-1.0,-22.0,89.67]",117.0
"[27.0,50.0,33.0,28.0,34.0,1.0,-1.0,16.0,33.33]",34.0
"[27.0,51.0,29.0,24.0,77.0,15.0,3.0,-26.0,34.67]",44.0
"[27.0,51.0,75.0,31.0,43.0,4.0,-4.0,8.0,69.0]",79.0
"[27.0,51.0,89.0,24.0,75.0,1.0,3.0,-24.0,86.0]",90.0
"[27.0,52.0,33.0,33.0,66.0,-2.0,-6.0,-14.0,34.33]",31.0
"[27.0,52.0,60.0,26.0,72.0,-2.0,1.0,-20.0,69.0]",58.0
"[27.0,52.0,105.0,31.0,67.0,-2.0,-4.0,-15.0,101.67]",103.0
"[27.0,53.0,147.0,24.0,77.0,19.0,3.0,-24.0,147.0]",166.0
"[27.0,54.0,211.0,30.0,62.0,-110.74595408355287,-3.0,-8.0,171.08]",100.25404591644713
"[27.0,55.0,44.0,30.0,35.0,17.0,-3.0,20.0,48.0]",61.0
"[27.0,55.0,64.0,26.0,32.0,0.0,1.0,23.0,59.0]",64.0
"[27.0,55.0,66.0,33.0,67.0,-24.0,-6.0,-12.0,59.67]",42.0
"[27.0,55.0,76.0,21.0,49.0,14.0,6.0,6.0,76.33]",90.0
"[27.0,56.0,35.0,31.0,34.0,13.0,-4.0,22.0,38.67]",48.0
"[27.0,56.0,38.0,21.0,54.0,13.0,6.0,2.0,42.0]",51.0
"[27.0,57.0,72.0,22.0,71.0,16.0,5.0,-14.0,76.33]",88.0
"[27.0,57.0,190.0,20.0,75.0,23.0,7.0,-18.0,194.0]",213.0
"[27.0,58.0,28.0,33.0,34.0,5.0,-6.0,24.0,28.67]",33.0
"[27.0,59.0,47.0,26.0,47.0,4.0,1.0,12.0,42.0]",51.0
"[27.0,59.0,110.0,35.0,79.0,-14.0,-8.0,-20.0,102.33]",96.0
"[27.0,59.0,124.0,26.0,60.0,-3.0,1.0,-1.0,134.67]",121.0
"[27.0,59.0,219.0,21.0,50.0,6.0,6.0,9.0,216.33]",225.0
"[27.0,60.0,46.0,35.0,33.0,2.0,-8.0,27.0,54.67]",48.0
"[27.0,60.0,198.0,32.0,63.0,19.0,-5.0,-3.0,202.0]",217.0
"[27.0,61.0,43.0,30.0,38.0,8.0,-3.0,23.0,46.67]",51.0
"[27.0,61.0,56.0,32.0,78.0,-1.0,-5.0,-17.0,58.0]",55.0
"[27.0,61.0,85.0,22.0,55.0,1.0,5.0,6.0,84.67]",86.0
"[27.0,61.0,153.0,33.0,56.0,-13.0,-6.0,5.0,155.67]",140.0
"[27.0,62.0,74.0,23.0,64.0,0.0,4.0,-2.0,76.0]",74.0
"[27.0,62.0,74.0,31.0,55.0,-23.0,-4.0,7.0,94.0]",51.0
"[27.0,62.0,87.0,22.0,31.0,-22.0,5.0,31.0,94.67]",65.0
"[27.0,62.0,100.0,20.0,36.0,-4.0,7.0,26.0,99.33]",96.0
"[27.0,62.0,118.0,32.0,66.0,-14.0,-5.0,-4.0,113.67]",104.0
"[27.0,62.0,188.0,20.0,54.0,-12.0,7.0,8.0,185.67]",176.0
"[27.0,62.0,210.0,34.0,61.0,-2.0,-7.0,1.0,236.33]",208.0
"[27.0,63.0,52.0,35.0,54.0,7.0,-8.0,9.0,52.67]",59.0
"[27.0,64.0,20.0,28.0,36.0,-3.0,-1.0,28.0,17.33]",17.0
"[27.0,64.0,47.0,23.0,47.0,-11.0,4.0,17.0,37.67]",36.0
"[27.0,65.0,19.0,35.0,52.0,-1.0,-8.0,13.0,19.67]",18.0
"[27.0,65.0,83.0,32.0,61.0,-1.0,-5.0,4.0,81.0]",82.0
"[27.0,65.0,167.0,23.0,80.0,6.0,4.0,-15.0,171.33]",173.0
"[27.0,66.0,42.0,34.0,63.0,-9.0,-7.0,3.0,40.33]",33.0
"[27.0,66.0,131.0,21.0,52.0,-47.0,6.0,14.0,125.67]",84.0
"[27.0,66.0,345.0,23.0,50.0,7.0,4.0,16.0,319.33]",352.0
"[27.0,67.0,100.0,22.0,39.0,-27.0,5.0,28.0,90.67]",73.0
"[27.0,68.0,67.0,21.0,55.0,22.0,6.0,13.0,68.67]",89.0
"[27.0,68.0,194.0,20.0,31.0,2.0,7.0,37.0,195.0]",196.0
"[27.0,68.0,254.0,20.0,40.0,1.0,7.0,28.0,253.33]",255.0
"[27.0,69.0,48.0,23.0,79.0,8.0,4.0,-10.0,48.33]",56.0
"[27.0,69.0,87.0,20.0,78.0,22.0,7.0,-9.0,91.33]",109.0
"[27.0,69.0,100.0,26.0,80.0,-21.0,1.0,-11.0,102.33]",79.0
"[27.0,70.0,33.0,24.0,37.0,-6.0,3.0,33.0,36.33]",27.0
"[27.0,70.0,74.0,28.0,55.0,-17.0,-1.0,15.0,70.33]",57.0
"[27.0,71.0,91.0,24.0,73.0,6.0,3.0,-2.0,93.67]",97.0
"[27.0,71.0,158.0,22.0,64.0,-2.0,5.0,7.0,154.33]",156.0
"[27.0,72.0,104.0,23.0,67.0,-13.0,4.0,5.0,92.33]",91.0
"[27.0,72.0,150.0,35.0,77.0,-5.0,-8.0,-5.0,145.0]",145.0
"[27.0,73.0,31.0,28.0,34.0,-4.0,-1.0,39.0,31.0]",27.0
"[27.0,73.0,72.0,34.0,61.0,81.0,-7.0,12.0,97.67]",153.0
"[27.0,73.0,97.0,34.0,80.0,10.0,-7.0,-7.0,99.33]",107.0
"[27.0,73.0,100.25404591644713,33.0,65.0,0.0,-6.0,8.0,100.25]",100.25404591644713
"[27.0,73.0,163.0,23.0,66.0,0.0,4.0,7.0,163.0]",163.0
"[27.0,74.0,100.25404591644713,35.0,52.0,0.0,-8.0,22.0,100.25]",100.25404591644713
"[27.0,74.0,121.0,31.0,50.0,11.0,-4.0,24.0,126.33]",132.0
"[27.0,74.0,226.0,32.0,36.0,35.0,-5.0,38.0,231.0]",261.0
"[27.0,75.0,29.0,23.0,30.0,12.0,4.0,45.0,27.67]",41.0
"[27.0,75.0,42.0,29.0,40.0,-7.0,-2.0,35.0,38.0]",35.0
"[27.0,75.0,47.0,20.0,63.0,-5.0,7.0,12.0,45.0]",42.0
"[27.0,75.0,103.0,31.0,34.0,-6.0,-4.0,41.0,98.67]",97.0
"[27.0,76.0,70.0,21.0,48.0,4.0,6.0,28.0,74.33]",74.0
"[27.0,76.0,77.0,24.0,32.0,-5.0,3.0,44.0,74.67]",72.0
"[27.0,76.0,96.0,29.0,73.0,-8.0,-2.0,3.0,88.67]",88.0
"[27.0,76.0,142.0,27.0,46.0,-12.0,0.0,30.0,138.67]",130.0
"[27.0,76.0,150.0,22.0,60.0,8.0,5.0,16.0,148.33]",158.0
"[27.0,76.0,169.0,25.0,63.0,5.0,2.0,13.0,168.67]",174.0
"[27.0,77.0,120.0,20.0,76.0,72.0,7.0,1.0,145.67]",192.0
"[27.0,78.0,65.0,23.0,55.0,-3.0,4.0,23.0,60.67]",62.0
"[27.0,78.0,95.0,35.0,39.0,0.0,-8.0,39.0,90.33]",95.0
"[27.0,78.0,106.0,22.0,67.0,44.0,5.0,11.0,105.0]",150.0
"[27.0,78.0,114.0,20.0,78.0,2.0,7.0,0.0,116.33]",116.0
"[27.0,78.0,180.0,29.0,55.0,-19.0,-2.0,23.0,161.0]",161.0
"[27.0,78.0,188.0,27.0,41.0,13.0,0.0,37.0,192.0]",201.0
"[27.0,79.0,22.0,23.0,68.0,8.0,4.0,11.0,21.67]",30.0
"[27.0,79.0,35.0,30.0,36.0,-3.0,-3.0,43.0,34.33]",32.0
"[27.0,79.0,134.0,32.0,45.0,6.0,-5.0,34.0,134.0]",140.0
"[27.0,80.0,53.0,34.0,31.0,-12.0,-7.0,49.0,52.0]",41.0
"[27.0,80.0,78.0,22.0,78.0,37.0,5.0,2.0,83.0]",115.0
"[27.0,80.0,129.0,31.0,54.0,20.0,-4.0,26.0,137.33]",149.0
"[27.0,80.0,197.0,34.0,30.0,-14.0,-7.0,50.0,206.0]",183.0
"[27.0,80.0,369.0,31.0,70.0,-46.0,-4.0,10.0,373.0]",323.0
"[28.0,30.0,71.0,25.0,63.0,-3.0,3.0,-33.0,69.33]",68.0
"[28.0,30.0,91.0,26.0,77.0,16.0,2.0,-47.0,106.0]",107.0
"[28.0,31.0,42.0,31.0,35.0,18.0,-3.0,-4.0,45.0]",60.0
"[28.0,32.0,60.0,33.0,45.0,4.0,-5.0,-13.0,54.67]",64.0
"[28.0,32.0,135.0,28.0,71.0,-4.0,0.0,-39.0,124.0]",131.0
"[28.0,33.0,46.0,35.0,42.0,4.0,-7.0,-9.0,48.0]",50.0
"[28.0,33.0,236.0,23.0,62.0,-4.0,5.0,-29.0,234.33]",232.0
"[28.0,34.0,33.0,34.0,78.0,0.0,-6.0,-44.0,37.0]",33.0
"[28.0,34.0,102.0,20.0,37.0,2.0,8.0,-3.0,101.33]",104.0
"[28.0,34.0,164.0,22.0,48.0,-5.0,6.0,-14.0,144.67]",159.0
"[28.0,36.0,15.0,30.0,60.0,5.0,-2.0,-24.0,21.67]",20.0
"[28.0,36.0,62.0,31.0,72.0,-11.0,-3.0,-36.0,59.0]",51.0
"[28.0,36.0,118.0,23.0,57.0,1.0,5.0,-21.0,119.67]",119.0
"[28.0,36.0,347.0,23.0,72.0,4.0,5.0,-36.0,345.67]",351.0
"[28.0,37.0,143.0,34.0,62.0,15.0,-6.0,-25.0,127.33]",158.0
"[28.0,38.0,38.0,20.0,34.0,1.0,8.0,4.0,42.33]",39.0
"[28.0,38.0,65.0,25.0,46.0,6.0,3.0,-8.0,64.67]",71.0
"[28.0,38.0,73.0,22.0,56.0,-5.0,6.0,-18.0,70.0]",68.0
"[28.0,38.0,73.0,25.0,46.0,7.0,3.0,-8.0,77.67]",80.0
"[28.0,38.0,88.0,32.0,46.0,-6.0,-4.0,-8.0,87.0]",82.0
"[28.0,38.0,114.0,29.0,44.0,7.0,-1.0,-6.0,118.0]",121.0
"[28.0,38.0,207.0,26.0,72.0,8.0,2.0,-34.0,204.67]",215.0
"[28.0,38.0,370.0,30.0,68.0,-18.0,-2.0,-30.0,374.0]",352.0
"[28.0,39.0,61.0,21.0,41.0,-5.0,7.0,-2.0,70.0]",56.0
"[28.0,39.0,110.0,28.0,61.0,-35.0,0.0,-22.0,100.33]",75.0
"[28.0,39.0,176.0,31.0,53.0,0.0,-3.0,-14.0,181.0]",176.0
"[28.0,39.0,228.0,35.0,57.0,-17.0,-7.0,-18.0,179.75]",211.0
"[28.0,39.0,270.0,32.0,43.0,-10.0,-4.0,-4.0,258.33]",260.0
"[28.0,41.0,142.0,32.0,75.0,-15.0,-4.0,-34.0,130.67]",127.0
"[28.0,42.0,63.0,20.0,49.0,21.0,8.0,-7.0,70.67]",84.0
"[28.0,42.0,76.0,24.0,49.0,-1.0,4.0,-7.0,73.0]",75.0
"[28.0,43.0,68.0,25.0,80.0,2.0,3.0,-37.0,94.67]",70.0
"[28.0,43.0,76.0,35.0,49.0,0.0,-7.0,-6.0,77.0]",76.0
"[28.0,44.0,43.0,34.0,56.0,-3.0,-6.0,-12.0,38.33]",40.0
"[28.0,44.0,54.0,34.0,74.0,2.0,-6.0,-30.0,53.67]",56.0
"[28.0,44.0,66.0,33.0,62.0,12.0,-5.0,-18.0,71.0]",78.0
"[28.0,44.0,77.0,29.0,63.0,-33.0,-1.0,-19.0,66.33]",44.0
"[28.0,45.0,73.0,34.0,37.0,7.0,-6.0,8.0,72.67]",80.0
"[28.0,46.0,16.0,24.0,70.0,-6.0,4.0,-24.0,13.0]",10.0
"[28.0,46.0,211.0,27.0,37.0,-11.0,1.0,9.0,208.0]",200.0
"[28.0,47.0,24.0,34.0,36.0,2.0,-6.0,11.0,25.33]",26.0
"[28.0,47.0,39.0,30.0,76.0,4.0,-2.0,-29.0,43.0]",43.0
"[28.0,47.0,104.0,21.0,63.0,9.0,7.0,-16.0,103.33]",113.0
"[28.0,47.0,125.0,22.0,68.0,-15.0,6.0,-21.0,123.67]",110.0
"[28.0,48.0,29.0,24.0,36.0,2.0,4.0,12.0,28.0]",31.0
"[28.0,48.0,100.25404591644713,25.0,40.0,102.74595408355287,3.0,8.0,134.5]",203.0
"[28.0,48.0,180.0,20.0,78.0,-24.0,8.0,-30.0,174.33]",156.0
"[28.0,49.0,57.0,29.0,39.0,4.0,-1.0,10.0,60.0]",61.0
"[28.0,49.0,68.0,35.0,58.0,0.0,-7.0,-9.0,71.0]",68.0
"[28.0,50.0,63.0,30.0,47.0,2.0,-2.0,3.0,62.67]",65.0
"[28.0,50.0,79.0,31.0,68.0,-14.0,-3.0,-18.0,77.0]",65.0
"[28.0,50.0,219.0,35.0,72.0,20.0,-7.0,-22.0,235.33]",239.0
"[28.0,50.0,237.0,29.0,76.0,28.0,-1.0,-26.0,238.33]",265.0
"[28.0,51.0,42.0,26.0,46.0,8.0,2.0,5.0,44.0]",50.0
"[28.0,51.0,148.0,32.0,69.0,-15.0,-4.0,-18.0,143.0]",133.0
"[28.0,52.0,122.0,20.0,64.0,-35.0,8.0,-12.0,99.0]",87.0
"[28.0,54.0,99.0,25.0,67.0,-4.0,3.0,-13.0,90.67]",95.0
"[28.0,54.0,137.0,27.0,78.0,-15.0,1.0,-24.0,127.67]",122.0
"[28.0,54.0,156.0,25.0,62.0,61.0,3.0,-8.0,175.33]",217.0
"[28.0,55.0,25.0,30.0,72.0,-2.0,-2.0,-17.0,26.67]",23.0
"[28.0,55.0,67.0,31.0,62.0,2.0,-3.0,-7.0,64.0]",69.0
"[28.0,55.0,68.0,28.0,62.0,-22.0,0.0,-7.0,96.0]",46.0
"[28.0,55.0,71.0,33.0,62.0,-2.0,-5.0,-7.0,69.67]",69.0
"[28.0,55.0,80.0,30.0,58.0,-6.0,-2.0,-3.0,85.67]",74.0
"[28.0,55.0,145.0,26.0,30.0,9.0,2.0,25.0,150.0]",154.0
"[28.0,56.0,35.0,33.0,67.0,7.0,-5.0,-11.0,37.67]",42.0
"[28.0,56.0,37.0,22.0,35.0,-4.0,6.0,21.0,37.0]",33.0
"[28.0,56.0,62.0,29.0,44.0,-7.0,-1.0,12.0,58.0]",55.0
"[28.0,56.0,63.0,28.0,57.0,7.0,0.0,-1.0,64.33]",70.0
"[28.0,56.0,88.0,29.0,55.0,1.0,-1.0,1.0,86.33]",89.0
"[28.0,56.0,90.0,32.0,66.0,3.0,-4.0,-10.0,89.0]",93.0
"[28.0,57.0,60.0,33.0,39.0,3.0,-5.0,18.0,56.0]",63.0
"[28.0,57.0,95.0,26.0,52.0,-6.0,2.0,5.0,97.67]",89.0
"[28.0,57.0,118.0,25.0,60.0,-3.0,3.0,-3.0,121.67]",115.0
"[28.0,57.0,138.0,20.0,76.0,19.0,8.0,-19.0,140.33]",157.0
"[28.0,58.0,89.0,28.0,56.0,5.0,0.0,2.0,90.33]",94.0
"[28.0,58.0,362.0,20.0,45.0,-17.0,8.0,13.0,334.0]",345.0
"[28.0,59.0,39.0,29.0,71.0,9.0,-1.0,-12.0,42.67]",48.0
"[28.0,59.0,54.0,25.0,60.0,15.0,3.0,-1.0,60.67]",69.0
"[28.0,59.0,83.0,24.0,73.0,24.0,4.0,-14.0,76.0]",107.0
"[28.0,59.0,93.0,32.0,77.0,-50.0,-4.0,-18.0,95.33]",43.0
"[28.0,59.0,100.25404591644713,33.0,65.0,7.745954083552874,-5.0,-6.0,102.84]",108.0
"[28.0,59.0,174.0,33.0,54.0,4.0,-5.0,5.0,172.33]",178.0
"[28.0,60.0,59.0,32.0,68.0,-14.0,-4.0,-8.0,50.0]",45.0
"[28.0,60.0,81.0,33.0,39.0,6.0,-5.0,21.0,80.0]",87.0
"[28.0,60.0,118.0,34.0,47.0,8.0,-6.0,13.0,125.67]",126.0
"[28.0,60.0,154.0,20.0,53.0,-71.0,8.0,7.0,135.67]",83.0
"[28.0,61.0,71.0,25.0,73.0,18.0,3.0,-12.0,73.33]",89.0
"[28.0,61.0,104.0,21.0,55.0,-16.0,7.0,6.0,109.67]",88.0
"[28.0,61.0,116.0,32.0,42.0,-6.0,-4.0,19.0,107.67]",110.0
"[28.0,62.0,35.0,25.0,58.0,8.0,3.0,4.0,36.0]",43.0
"[28.0,62.0,174.0,33.0,67.0,-106.0,-5.0,-5.0,131.67]",68.0
"[28.0,62.0,204.0,31.0,59.0,5.0,-3.0,3.0,205.67]",209.0
"[28.0,63.0,37.0,21.0,45.0,-7.0,7.0,18.0,29.33]",30.0
"[28.0,63.0,44.0,27.0,45.0,12.0,1.0,18.0,45.67]",56.0
"[28.0,63.0,115.0,31.0,35.0,1.0,-3.0,28.0,114.33]",116.0
"[28.0,64.0,121.0,27.0,59.0,-20.0,1.0,5.0,115.33]",101.0
"[28.0,64.0,128.0,34.0,50.0,20.0,-6.0,14.0,122.67]",148.0
"[28.0,65.0,72.0,28.0,74.0,11.0,0.0,-9.0,79.0]",83.0
"[28.0,66.0,39.0,28.0,38.0,-2.0,0.0,28.0,38.0]",37.0
"[28.0,66.0,90.0,26.0,48.0,0.0,2.0,18.0,94.0]",90.0
"[28.0,66.0,101.0,23.0,71.0,-30.0,5.0,-5.0,87.33]",71.0
"[28.0,66.0,240.0,26.0,32.0,-5.0,2.0,34.0,235.0]",235.0
"[28.0,67.0,68.0,27.0,54.0,3.0,1.0,13.0,71.0]",71.0
"[28.0,68.0,73.0,35.0,67.0,-6.0,-7.0,1.0,71.67]",67.0
"[28.0,68.0,78.0,34.0,80.0,-3.0,-6.0,-12.0,86.67]",75.0
"[28.0,69.0,33.0,27.0,33.0,-2.0,1.0,36.0,34.67]",31.0
"[28.0,69.0,149.0,22.0,39.0,15.0,6.0,30.0,150.33]",164.0
"[28.0,69.0,219.0,24.0,37.0,-125.0,4.0,32.0,211.0]",94.0
"[28.0,70.0,40.0,35.0,69.0,-2.0,-7.0,1.0,40.0]",38.0
"[28.0,70.0,80.0,23.0,79.0,-21.0,5.0,-9.0,71.33]",59.0
"[28.0,71.0,26.0,32.0,69.0,1.0,-4.0,2.0,25.33]",27.0
"[28.0,71.0,33.0,27.0,42.0,-1.0,1.0,29.0,30.67]",32.0
